일시,기온,강수량,풍속,습도,일조,일사,적설,전운량,지면온도
2021_01_16@16,4.6,,4.6,61.0,0.0,0.42,,9.0,7.0
2021_01_16@17,4.4,,4.1,62.0,0.0,0.23,,9.0,5.7
2021_01_16@18,4.0,,4.5,63.0,0.0,0.02,,9.0,4.4
2021_01_16@19,3.9,,5.1,62.0,,,,10.0,3.8
2021_01_16@20,3.5,,4.7,60.0,,,,10.0,3.4
2021_01_16@21,3.3,,4.1,62.0,,,,9.0,3.3
2021_01_16@22,3.1,,4.9,61.0,,,,10.0,3.1
2021_01_16@23,3.0,,6.1,64.0,,,,10.0,2.9
2021_01_17@0,3.1,,5.4,65.0,,,,9.0,2.8
2021_01_17@1,2.6,,6.1,70.0,,,,10.0,2.5
2021_01_17@2,2.8,,5.1,69.0,,,,10.0,2.5
2021_01_17@3,2.8,0.0,6.0,64.0,,,,9.0,2.3
2021_01_17@4,2.5,,6.8,71.0,,,,9.0,2.3
2021_01_17@5,3.3,,5.0,73.0,,,,10.0,1.8
2021_01_17@6,2.7,0.2,5.7,84.0,,,,10.0,2.5
2021_01_17@7,2.6,,7.0,83.0,,,,10.0,1.2
2021_01_17@8,2.6,,7.9,86.0,0.0,0.0,,10.0,2.1
2021_01_17@9,3.2,1.4,7.8,76.0,0.0,0.02,,10.0,2.7
2021_01_17@10,3.0,,6.7,74.0,0.0,0.14,,9.0,2.5
2021_01_17@11,3.6,,6.0,63.0,0.0,0.44,,9.0,4.2
2021_01_17@12,3.8,0.3,6.9,64.0,0.1,0.75,,7.0,8.3
2021_01_17@13,2.8,,5.0,67.0,0.1,0.58,,9.0,4.8
2021_01_17@14,3.4,,4.7,66.0,0.0,0.51,,9.0,5.5
2021_01_17@15,3.0,0.0,3.8,71.0,0.0,0.44,,9.0,4.8
2021_01_17@16,2.9,,4.4,71.0,0.1,0.45,,8.0,4.6
2021_01_17@17,2.6,,5.2,73.0,0.1,0.19,,9.0,3.3
2021_01_17@18,2.2,0.0,4.5,73.0,0.0,0.04,,9.0,2.4
2021_01_17@19,2.1,,3.3,74.0,,,,9.0,2.1
2021_01_17@20,2.5,,3.7,71.0,,,,9.0,2.2
2021_01_17@21,2.6,0.1,1.5,69.0,,,,9.0,2.4
2021_01_17@22,3.1,,2.8,72.0,,,,9.0,2.5
2021_01_17@23,4.2,,3.9,48.0,,,,8.0,1.9
2021_01_18@0,4.4,0.0,4.2,51.0,,,,9.0,2.2
2021_01_18@1,4.5,,3.7,53.0,,,,9.0,2.4
2021_01_18@2,4.1,,3.5,65.0,,,,9.0,2.6
2021_01_18@3,3.1,0.0,3.2,71.0,,,,9.0,2.0
2021_01_18@4,4.7,,5.6,66.0,,,,9.0,2.6
2021_01_18@5,4.7,,4.1,64.0,,,,9.0,2.8
2021_01_18@6,5.5,0.0,4.9,49.0,,,,9.0,2.7
2021_01_18@7,5.5,,3.9,51.0,,,,9.0,2.8
2021_01_18@8,6.6,,5.8,49.0,0.0,0.0,,8.0,3.0
2021_01_18@9,6.8,0.0,5.9,50.0,0.0,0.08,,8.0,3.8
2021_01_18@10,7.6,,7.5,47.0,0.4,0.61,,4.0,5.2
2021_01_18@11,8.2,,8.0,46.0,0.6,1.13,,7.0,7.5
2021_01_18@12,8.5,0.0,7.8,45.0,0.4,1.19,,8.0,9.8
2021_01_18@13,8.4,,7.8,43.0,0.2,1.02,,8.0,9.2
2021_01_18@14,9.3,,7.2,42.0,0.6,1.42,,8.0,11.9
2021_01_18@15,9.2,,7.7,42.0,0.4,1.03,,8.0,8.1
2021_01_18@16,9.3,,6.9,45.0,0.1,0.6,,8.0,7.0
2021_01_18@17,8.8,,7.9,43.0,0.4,0.4,,4.0,5.5
2021_01_18@18,8.3,,7.0,50.0,0.0,0.09,,4.0,4.5
2021_01_18@19,8.2,,6.9,47.0,,,,6.0,4.1
2021_01_18@20,7.4,,7.2,47.0,,,,0.0,3.3
2021_01_18@21,6.6,,7.6,46.0,,,,2.0,2.6
2021_01_18@22,5.9,,7.0,49.0,,,,3.0,2.4
2021_01_18@23,5.3,,3.9,55.0,,,,0.0,1.7
2021_01_19@0,4.6,,4.0,52.0,,,,1.0,1.1
2021_01_19@1,4.1,,3.8,54.0,,,,0.0,0.7
2021_01_19@2,3.8,,3.9,53.0,,,,0.0,0.4
2021_01_19@3,3.6,,2.5,59.0,,,,1.0,0.3
2021_01_19@4,3.2,,3.1,60.0,,,,2.0,0.1
2021_01_19@5,3.1,,2.9,63.0,,,,4.0,0.7
2021_01_19@6,2.5,,2.9,63.0,,,,2.0,-0.4
2021_01_19@7,2.2,,3.0,63.0,,,,1.0,0.2
2021_01_19@8,2.3,,2.3,56.0,0.0,0.01,,3.0,0.1
2021_01_19@9,2.6,,1.9,57.0,0.3,0.26,,2.0,0.1
2021_01_19@10,4.6,,2.2,47.0,1.0,1.09,,1.0,0.2
2021_01_19@11,4.2,,2.9,47.0,1.0,1.68,,0.0,9.9
2021_01_19@12,5.4,,2.6,43.0,1.0,2.08,,0.0,15.6
2021_01_19@13,5.1,,2.5,45.0,1.0,2.27,,0.0,19.3
2021_01_19@14,4.7,,2.4,39.0,1.0,2.21,,0.0,15.8
2021_01_19@15,5.5,,3.4,41.0,1.0,1.9,,0.0,10.4
2021_01_19@16,5.6,,2.4,38.0,1.0,1.37,,0.0,7.0
2021_01_19@17,5.5,,2.2,41.0,1.0,0.75,,0.0,4.0
2021_01_19@18,4.8,,0.6,44.0,0.7,0.17,,0.0,2.1
2021_01_19@19,4.4,,1.4,44.0,,,,0.0,0.9
2021_01_19@20,3.6,,1.6,49.0,,,,0.0,0.2
2021_01_19@21,3.6,,2.1,52.0,,,,0.0,-0.1
2021_01_19@22,3.3,,2.1,59.0,,,,0.0,0.1
2021_01_19@23,3.9,,0.8,67.0,,,,0.0,0.0
2021_01_20@0,4.2,,1.0,67.0,,,,0.0,-0.1
2021_01_20@1,4.4,,1.4,63.0,,,,0.0,0.0
2021_01_20@2,4.5,,2.2,64.0,,,,0.0,0.0
2021_01_20@3,4.1,,1.0,67.0,,,,0.0,-0.1
2021_01_20@4,4.5,,1.4,67.0,,,,0.0,0.0
2021_01_20@5,4.5,,1.7,70.0,,,,1.0,-0.1
2021_01_20@6,4.5,,2.0,66.0,,,,1.0,-0.1
2021_01_20@7,4.6,,2.5,59.0,,,,7.0,0.1
2021_01_20@8,4.4,,1.7,56.0,0.0,0.01,,3.0,0.1
2021_01_20@9,5.5,,1.2,58.0,0.3,0.24,,2.0,0.1
2021_01_20@10,10.5,,2.7,58.0,1.0,1.06,,2.0,3.0
2021_01_20@11,12.1,,3.8,47.0,1.0,1.65,,0.0,13.1
2021_01_20@12,12.8,,3.3,49.0,1.0,2.02,,0.0,18.9
2021_01_20@13,14.0,,3.3,44.0,1.0,2.21,,2.0,22.9
2021_01_20@14,15.1,,2.5,42.0,1.0,2.03,,1.0,20.2
2021_01_20@15,15.0,,2.3,44.0,1.0,1.84,,3.0,15.7
2021_01_20@16,13.7,,2.0,51.0,0.8,1.19,,6.0,12.3
2021_01_20@17,13.3,,2.3,54.0,0.2,0.45,,7.0,11.4
2021_01_20@18,12.8,,1.9,53.0,0.0,0.09,,8.0,9.2
2021_01_20@19,11.9,,2.2,58.0,,,,9.0,7.3
2021_01_20@20,11.4,,1.9,64.0,,,,5.0,6.7
2021_01_20@21,11.1,,3.2,67.0,,,,0.0,5.8
2021_01_20@22,9.3,,1.5,68.0,,,,4.0,4.6
2021_01_20@23,8.5,,1.9,66.0,,,,4.0,3.7
2021_01_21@0,8.1,,2.4,62.0,,,,0.0,3.4
2021_01_21@1,7.5,,1.7,67.0,,,,2.0,2.9
2021_01_21@2,7.7,,2.1,67.0,,,,0.0,3.1
2021_01_21@3,7.8,,2.0,69.0,,,,0.0,2.8
2021_01_21@4,7.5,,2.3,69.0,,,,0.0,3.2
2021_01_21@5,7.8,,1.8,66.0,,,,0.0,3.1
2021_01_21@6,8.1,,1.8,66.0,,,,8.0,4.1
2021_01_21@7,8.4,,2.0,67.0,,,,8.0,4.3
2021_01_21@8,8.4,,1.8,69.0,0.0,0.01,,8.0,4.3
2021_01_21@9,10.1,,1.8,64.0,0.2,0.27,,7.0,5.4
2021_01_21@10,14.3,,1.0,57.0,1.0,0.94,,3.0,7.8
2021_01_21@11,15.2,,1.9,49.0,1.0,1.46,,1.0,15.6
2021_01_21@12,16.8,,1.5,48.0,0.8,1.69,,6.0,20.6
2021_01_21@13,15.5,,1.6,57.0,1.0,1.91,,4.0,22.4
2021_01_21@14,17.1,,2.4,56.0,1.0,1.94,,4.0,21.3
2021_01_21@15,17.3,,1.4,51.0,0.4,1.15,,8.0,18.0
2021_01_21@16,16.2,,2.2,58.0,0.0,0.3,,10.0,14.7
2021_01_21@17,16.0,,2.5,66.0,0.0,0.21,,10.0,13.2
2021_01_21@18,14.8,0.0,2.7,65.0,0.0,0.01,,10.0,11.6
2021_01_21@19,13.8,,1.4,73.0,,,,10.0,10.9
2021_01_21@20,13.2,,0.7,78.0,,,,10.0,10.4
2021_01_21@21,12.9,0.5,1.7,86.0,,,,10.0,10.2
2021_01_21@22,13.0,,1.3,83.0,,,,10.0,10.2
2021_01_21@23,13.3,,1.0,81.0,,,,10.0,10.1
2021_01_22@0,13.1,0.0,0.4,85.0,,,,10.0,10.2
2021_01_22@1,13.3,,1.5,86.0,,,,10.0,10.5
2021_01_22@2,13.6,,2.3,84.0,,,,10.0,10.6
2021_01_22@3,14.2,0.1,3.8,92.0,,,,10.0,11.5
2021_01_22@4,13.8,,2.8,94.0,,,,10.0,11.6
2021_01_22@5,13.1,,2.8,95.0,,,,10.0,11.7
2021_01_22@6,12.7,4.4,2.5,96.0,,,,10.0,11.4
2021_01_22@7,12.7,,1.6,96.0,,,,10.0,11.2
2021_01_22@8,12.4,,2.1,95.0,0.0,0.0,,10.0,11.0
2021_01_22@9,12.5,0.1,1.0,94.0,0.0,0.01,,10.0,11.1
2021_01_22@10,12.8,,0.7,90.0,0.0,0.12,,10.0,11.6
2021_01_22@11,13.3,,0.8,88.0,0.0,0.28,,10.0,12.8
2021_01_22@12,13.3,0.0,1.0,87.0,0.0,0.24,,10.0,12.6
2021_01_22@13,13.1,,0.4,90.0,0.0,0.18,,10.0,12.8
2021_01_22@14,13.3,,0.9,88.0,0.0,0.3,,10.0,13.5
2021_01_22@15,13.2,0.3,0.5,86.0,0.0,0.39,,10.0,13.6
2021_01_22@16,12.6,,2.3,92.0,0.0,0.13,,10.0,12.3
2021_01_22@17,12.3,,1.8,93.0,0.0,0.03,,10.0,11.6
2021_01_22@18,12.1,1.8,1.9,93.0,0.0,0.0,,10.0,11.2
2021_01_22@19,12.0,,2.2,92.0,,,,10.0,10.9
2021_01_22@20,12.0,,1.9,91.0,,,,10.0,10.7
2021_01_22@21,12.0,0.6,1.9,91.0,,,,10.0,10.7
2021_01_22@22,11.9,,0.6,92.0,,,,10.0,10.6
2021_01_22@23,11.5,,1.0,92.0,,,,10.0,10.4
2021_01_23@0,11.6,0.9,1.1,92.0,,,,10.0,10.3
2021_01_23@1,11.7,,0.9,92.0,,,,10.0,10.4
2021_01_23@2,12.0,,1.5,91.0,,,,10.0,10.4
2021_01_23@3,11.9,1.3,1.0,93.0,,,,10.0,10.4
2021_01_23@4,12.0,,1.4,93.0,,,,10.0,10.5
2021_01_23@5,12.6,,3.3,95.0,,,,10.0,10.8
2021_01_23@6,12.7,3.9,3.6,95.0,,,,10.0,11.1
2021_01_23@7,12.6,,4.3,95.0,,,,10.0,11.2
2021_01_23@8,12.8,,4.3,94.0,0.0,0.0,,10.0,11.3
2021_01_23@9,13.0,6.3,4.4,95.0,0.0,0.0,,10.0,11.7
2021_01_23@10,12.8,,4.6,96.0,0.0,0.04,,10.0,11.9
2021_01_23@11,12.8,,4.8,96.0,0.0,0.09,,10.0,12.1
2021_01_23@12,13.0,9.3,4.7,95.0,0.0,0.11,,10.0,12.2
2021_01_23@13,13.0,,3.1,95.0,0.0,0.13,,10.0,12.4
2021_01_23@14,13.2,,4.5,93.0,0.0,0.21,,10.0,12.8
2021_01_23@15,13.2,5.4,4.1,92.0,0.0,0.14,,10.0,12.4
2021_01_23@16,13.2,,4.6,94.0,0.0,0.04,,10.0,12.3
2021_01_23@17,12.8,,7.1,93.0,0.0,0.0,,10.0,12.0
2021_01_23@18,12.5,19.3,5.8,90.0,0.0,0.0,,10.0,11.5
2021_01_23@19,12.4,,3.9,87.0,,,,10.0,11.1
2021_01_23@20,12.1,,4.0,85.0,,,,10.0,10.7
2021_01_23@21,12.2,11.3,6.7,80.0,,,,10.0,10.5
2021_01_23@22,11.9,,6.4,83.0,,,,10.0,10.4
2021_01_23@23,11.6,,6.1,80.0,,,,10.0,10.1
2021_01_24@0,11.2,1.0,6.0,80.0,,,,10.0,9.7
2021_01_24@1,11.3,,6.0,77.0,,,,10.0,9.6
2021_01_24@2,11.3,,5.9,73.0,,,,10.0,9.3
2021_01_24@3,11.4,0.2,4.7,72.0,,,,10.0,9.2
2021_01_24@4,11.1,,5.0,72.0,,,,8.0,9.0
2021_01_24@5,10.7,,2.1,73.0,,,,8.0,8.9
2021_01_24@6,11.2,,5.6,71.0,,,,10.0,8.9
2021_01_24@7,10.8,,5.4,69.0,,,,10.0,8.6
2021_01_24@8,10.6,,4.5,70.0,0.0,0.01,,5.0,7.6
2021_01_24@9,11.2,,4.3,69.0,0.1,0.24,,4.0,9.1
2021_01_24@10,11.7,,4.2,66.0,0.0,0.45,,6.0,11.1
2021_01_24@11,12.9,,4.3,62.0,0.7,1.28,,2.0,16.3
2021_01_24@12,13.0,,4.3,61.0,1.0,1.93,,2.0,19.5
2021_01_24@13,13.1,,4.8,59.0,1.0,1.98,,3.0,21.6
2021_01_24@14,12.6,,4.4,59.0,0.9,1.94,,2.0,17.7
2021_01_24@15,12.9,,3.3,57.0,0.7,1.35,,7.0,15.6
2021_01_24@16,12.4,,4.3,59.0,0.7,1.29,,5.0,12.8
2021_01_24@17,12.2,,3.3,60.0,0.8,0.67,,3.0,10.5
2021_01_24@18,11.4,,2.8,61.0,0.1,0.13,,6.0,8.8
2021_01_24@19,10.8,,2.3,62.0,,,,9.0,8.1
2021_01_24@20,11.5,,4.1,62.0,,,,10.0,8.4
2021_01_24@21,11.4,,3.1,61.0,,,,6.0,8.2
2021_01_24@22,11.6,,1.5,64.0,,,,9.0,8.6
2021_01_24@23,11.6,,2.6,59.0,,,,10.0,8.5
2021_01_25@0,11.8,,3.3,62.0,,,,9.0,8.8
2021_01_25@1,11.9,,3.3,57.0,,,,10.0,8.7
2021_01_25@2,11.8,,3.4,63.0,,,,9.0,8.8
2021_01_25@3,11.7,,3.4,62.0,,,,9.0,8.7
2021_01_25@4,11.7,,3.7,64.0,,,,9.0,8.6
2021_01_25@5,11.4,,4.9,71.0,,,,9.0,8.9
2021_01_25@6,11.4,,2.6,71.0,,,,9.0,9.0
2021_01_25@7,11.5,,2.8,67.0,,,,9.0,8.7
2021_01_25@8,11.4,,3.1,66.0,0.0,0.0,,9.0,8.8
2021_01_25@9,11.8,,3.3,66.0,0.0,0.14,,9.0,9.8
2021_01_25@10,12.4,,4.2,66.0,0.0,0.33,,9.0,11.3
2021_01_25@11,12.6,,3.7,62.0,0.1,0.69,,9.0,12.3
2021_01_25@12,13.4,,4.7,61.0,0.1,1.09,,8.0,15.6
2021_01_25@13,14.2,,5.3,57.0,0.5,1.67,,7.0,19.0
2021_01_25@14,15.3,,4.2,57.0,0.4,1.59,,7.0,20.6
2021_01_25@15,14.8,,4.3,59.0,0.7,1.68,,8.0,17.4
2021_01_25@16,13.8,,4.6,61.0,0.4,0.91,,7.0,13.4
2021_01_25@17,13.4,,3.8,66.0,0.1,0.43,,6.0,11.5
2021_01_25@18,12.7,,2.0,69.0,0.4,0.18,,5.0,10.2
2021_01_25@19,12.6,,3.0,69.0,,,,8.0,10.3
2021_01_25@20,12.7,,2.4,71.0,,,,10.0,10.3
2021_01_25@21,12.6,,2.5,73.0,,,,9.0,10.2
2021_01_25@22,12.3,,2.3,74.0,,,,9.0,9.5
2021_01_25@23,12.5,,2.9,73.0,,,,9.0,9.6
2021_01_26@0,12.7,,2.6,74.0,,,,10.0,10.0
2021_01_26@1,12.3,,3.0,80.0,,,,10.0,10.2
2021_01_26@2,12.2,,2.1,85.0,,,,10.0,10.3
2021_01_26@3,12.3,0.0,2.1,85.0,,,,10.0,10.4
2021_01_26@4,12.7,,3.4,82.0,,,,10.0,10.5
2021_01_26@5,11.8,,1.5,90.0,,,,10.0,10.5
2021_01_26@6,11.7,2.1,2.1,92.0,,,,10.0,10.5
2021_01_26@7,11.7,,2.9,93.0,,,,10.0,10.6
2021_01_26@8,12.0,,2.5,94.0,0.0,0.0,,10.0,10.8
2021_01_26@9,11.0,4.4,6.9,95.0,0.0,0.02,,10.0,10.8
2021_01_26@10,10.8,,3.8,94.0,0.0,0.05,,10.0,10.5
2021_01_26@11,10.4,,4.4,95.0,0.0,0.11,,10.0,10.7
2021_01_26@12,10.0,10.6,5.4,94.0,0.0,0.16,,10.0,10.6
2021_01_26@13,9.7,,4.0,94.0,0.0,0.15,,10.0,10.6
2021_01_26@14,9.7,,1.8,93.0,0.0,0.16,,10.0,10.7
2021_01_26@15,9.8,2.6,3.2,90.0,0.0,0.23,,10.0,11.0
2021_01_26@16,9.8,,2.3,82.0,0.0,0.25,,10.0,10.5
2021_01_26@17,9.9,,3.2,77.0,0.0,0.24,,10.0,10.3
2021_01_26@18,10.0,0.0,4.0,73.0,0.0,0.04,,8.0,8.9
2021_01_26@19,9.9,,4.0,75.0,,,,9.0,8.7
2021_01_26@20,9.6,,5.1,76.0,,,,9.0,8.5
2021_01_26@21,9.7,,4.3,74.0,,,,9.0,8.3
2021_01_26@22,9.6,,3.5,72.0,,,,9.0,8.2
2021_01_26@23,9.2,,2.4,75.0,,,,9.0,8.1
2021_01_27@0,8.8,,3.9,74.0,,,,8.0,7.6
2021_01_27@1,8.4,,4.2,73.0,,,,7.0,6.4
2021_01_27@2,8.1,,3.9,72.0,,,,8.0,6.5
2021_01_27@3,7.5,,3.1,69.0,,,,5.0,5.8
2021_01_27@4,7.0,,2.5,71.0,,,,2.0,5.1
2021_01_27@5,6.9,,2.4,65.0,,,,1.0,4.0
2021_01_27@6,6.7,,2.8,63.0,,,,0.0,3.5
2021_01_27@7,6.2,,1.7,66.0,,,,0.0,3.0
2021_01_27@8,6.2,,1.9,64.0,0.0,0.02,,0.0,2.9
2021_01_27@9,6.6,,0.9,60.0,0.4,0.31,,0.0,3.4
2021_01_27@10,8.9,,2.1,45.0,1.0,1.1,,0.0,5.2
2021_01_27@11,8.9,,2.1,46.0,1.0,1.71,,0.0,13.8
2021_01_27@12,9.4,,2.0,40.0,1.0,2.13,,0.0,18.8
2021_01_27@13,9.6,,2.8,43.0,1.0,2.34,,0.0,21.6
2021_01_27@14,9.3,,3.4,44.0,1.0,2.28,,0.0,20.3
2021_01_27@15,9.5,,3.3,45.0,1.0,1.98,,0.0,14.2
2021_01_27@16,8.8,,2.8,44.0,1.0,1.47,,0.0,10.3
2021_01_27@17,8.6,,1.1,42.0,1.0,0.83,,0.0,7.3
2021_01_27@18,7.8,,0.4,42.0,0.6,0.19,,1.0,5.4
2021_01_27@19,7.4,,2.7,50.0,,,,6.0,4.3
2021_01_27@20,6.7,,2.4,55.0,,,,6.0,4.0
2021_01_27@21,6.5,,2.1,53.0,,,,2.0,3.3
2021_01_27@22,6.1,,1.8,53.0,,,,3.0,2.6
2021_01_27@23,6.2,,1.2,50.0,,,,6.0,2.6
2021_01_28@0,6.8,,1.8,50.0,,,,6.0,3.1
2021_01_28@1,6.9,,1.4,53.0,,,,6.0,3.1
2021_01_28@2,6.5,,1.4,58.0,,,,7.0,2.9
2021_01_28@3,7.1,,1.6,53.0,,,,8.0,3.3
2021_01_28@4,6.9,,2.1,56.0,,,,7.0,2.9
2021_01_28@5,6.3,,2.6,61.0,,,,4.0,2.6
2021_01_28@6,7.2,,3.4,72.0,,,,4.0,2.8
2021_01_28@7,7.7,,2.8,72.0,,,,8.0,4.4
2021_01_28@8,8.1,,3.2,72.0,0.0,0.01,,7.0,5.1
2021_01_28@9,8.0,,5.2,64.0,0.4,0.3,,3.0,4.6
2021_01_28@10,8.9,,4.4,59.0,0.6,0.88,,2.0,7.1
2021_01_28@11,9.8,,5.7,53.0,0.5,1.22,,5.0,12.2
2021_01_28@12,9.7,,6.3,53.0,0.3,1.12,,8.0,10.4
2021_01_28@13,9.8,,6.8,56.0,0.1,0.91,,9.0,10.2
2021_01_28@14,9.5,,8.9,63.0,0.1,0.78,,8.0,10.5
2021_01_28@15,8.1,0.0,8.2,56.0,0.0,0.52,,9.0,8.1
2021_01_28@16,6.8,,8.1,56.0,0.1,0.43,,9.0,6.0
2021_01_28@17,5.6,,7.7,46.0,0.0,0.28,,9.0,4.8
2021_01_28@18,5.2,0.0,8.5,52.0,0.0,0.04,,6.0,3.7
2021_01_28@19,4.3,,8.0,57.0,0.0,0.0,,10.0,3.1
2021_01_28@20,3.4,,10.6,67.0,,,,9.0,2.8
2021_01_28@21,3.0,0.0,10.5,48.0,,,,8.0,1.9
2021_01_28@22,2.9,,8.8,57.0,,,,8.0,1.9
2021_01_28@23,0.6,,10.5,83.0,,,,9.0,1.3
2021_01_29@0,1.1,0.5,8.5,84.0,,,0.5,9.0,0.8
2021_01_29@1,1.6,,7.7,69.0,,,0.8,9.0,1.1
2021_01_29@2,1.1,,7.8,72.0,,,0.8,9.0,1.1
2021_01_29@3,1.0,0.2,7.4,63.0,,,0.8,9.0,0.9
2021_01_29@4,1.3,,7.3,58.0,,,0.6,9.0,0.7
2021_01_29@5,1.2,,6.8,58.0,,,0.5,9.0,0.6
2021_01_29@6,0.9,0.0,7.4,62.0,,,0.5,9.0,0.7
2021_01_29@7,0.8,,6.8,69.0,,,0.5,9.0,0.6
2021_01_29@8,1.1,,7.0,67.0,0.0,0.0,0.3,8.0,1.0
2021_01_29@9,1.6,0.0,5.2,62.0,0.0,0.11,0.2,8.0,1.9
2021_01_29@10,1.8,,5.3,58.0,0.0,0.38,0.2,7.0,3.1
2021_01_29@11,2.6,,4.6,55.0,0.3,1.01,,5.0,6.4
2021_01_29@12,2.5,0.0,4.6,59.0,0.2,1.01,,8.0,5.9
2021_01_29@13,3.5,,5.1,52.0,0.5,1.7,,7.0,10.8
2021_01_29@14,3.6,,5.7,53.0,0.3,1.38,,8.0,8.1
2021_01_29@15,4.1,,5.4,53.0,0.5,1.5,,7.0,7.9
2021_01_29@16,4.6,,5.1,50.0,0.3,0.87,,7.0,5.6
2021_01_29@17,4.1,,3.7,55.0,0.5,0.67,,4.0,4.3
2021_01_29@18,3.8,,4.4,53.0,0.2,0.18,,4.0,2.6
2021_01_29@19,3.8,,3.9,54.0,0.0,0.0,,3.0,1.6
2021_01_29@20,3.9,,2.8,58.0,,,,2.0,2.0
2021_01_29@21,3.7,,3.1,55.0,,,,3.0,1.5
2021_01_29@22,3.2,,2.1,56.0,,,,5.0,0.8
2021_01_29@23,2.4,,2.6,59.0,,,,5.0,0.2
2021_01_30@0,2.4,,2.0,60.0,,,,3.0,0.2
2021_01_30@1,2.5,,2.3,61.0,,,,7.0,0.2
2021_01_30@2,2.6,,3.0,60.0,,,,7.0,0.2
2021_01_30@3,2.6,,3.2,60.0,,,,5.0,0.1
2021_01_30@4,3.3,,2.2,62.0,,,,4.0,0.2
2021_01_30@5,4.5,,3.4,58.0,,,,6.0,0.2
2021_01_30@6,5.3,,3.6,57.0,,,,6.0,1.3
2021_01_30@7,5.7,,3.6,57.0,,,,6.0,1.8
2021_01_30@8,5.5,,4.1,58.0,0.0,0.02,,3.0,1.5
2021_01_30@9,6.5,,3.9,53.0,0.5,0.37,,2.0,2.3
2021_01_30@10,8.6,,4.4,50.0,1.0,1.12,,1.0,4.9
2021_01_30@11,9.8,,4.0,47.0,1.0,1.73,,0.0,13.8
2021_01_30@12,10.5,,5.2,44.0,1.0,2.13,,1.0,17.9
2021_01_30@13,10.9,,4.8,44.0,0.8,2.11,,4.0,18.8
2021_01_30@14,10.6,,4.6,48.0,0.6,1.66,,5.0,12.9
2021_01_30@15,11.0,,5.5,48.0,0.7,1.53,,5.0,12.9
2021_01_30@16,10.8,,5.1,50.0,0.8,1.28,,5.0,10.1
2021_01_30@17,10.7,,4.2,51.0,0.8,0.8,,6.0,8.3
2021_01_30@18,9.7,,2.5,56.0,0.2,0.19,,6.0,7.0
2021_01_30@19,9.0,,2.8,58.0,0.0,0.0,,1.0,5.8
2021_01_30@20,8.9,,3.4,58.0,,,,5.0,4.8
2021_01_30@21,8.7,,2.8,59.0,,,,2.0,5.5
2021_01_30@22,8.9,,2.5,58.0,,,,5.0,5.9
2021_01_30@23,9.2,,2.6,57.0,,,,8.0,5.7
2021_01_31@0,7.8,,2.1,59.0,,,,2.0,3.7
2021_01_31@1,7.1,,2.6,61.0,,,,4.0,3.1
2021_01_31@2,6.4,,2.2,64.0,,,,6.0,2.7
2021_01_31@3,5.9,,1.7,66.0,,,,0.0,2.5
2021_01_31@4,6.3,,2.3,65.0,,,,3.0,2.2
2021_01_31@5,5.9,,3.0,67.0,,,,3.0,2.1
2021_01_31@6,5.8,,2.9,70.0,,,,3.0,2.3
2021_01_31@7,5.8,,1.3,71.0,,,,4.0,1.9
2021_01_31@8,6.0,,1.4,71.0,0.0,0.02,,6.0,2.2
2021_01_31@9,7.7,,2.1,63.0,0.0,0.26,,7.0,5.3
2021_01_31@10,10.2,,1.2,59.0,0.0,0.61,,8.0,8.8
2021_01_31@11,11.7,,1.0,56.0,0.0,0.94,,9.0,13.0
2021_01_31@12,12.3,,1.1,52.0,0.2,1.49,,9.0,16.5
2021_01_31@13,13.6,,3.0,47.0,0.2,1.5,,8.0,18.3
2021_01_31@14,13.3,,2.7,50.0,1.0,2.07,,8.0,18.2
2021_01_31@15,14.7,,2.3,45.0,0.7,1.48,,9.0,16.6
2021_01_31@16,13.7,,0.9,50.0,0.4,1.01,,9.0,14.3
2021_01_31@17,13.3,,1.7,50.0,0.4,0.61,,9.0,12.2
2021_01_31@18,13.2,,1.7,49.0,0.1,0.11,,9.0,10.0
2021_01_31@19,12.9,,1.7,50.0,0.0,0.0,,9.0,9.1
2021_01_31@20,13.0,,1.1,55.0,,,,10.0,9.2
2021_01_31@21,13.0,0.0,1.4,58.0,,,,10.0,9.1
2021_01_31@22,13.4,,1.7,62.0,,,,10.0,9.3
2021_01_31@23,13.5,,1.4,67.0,,,,10.0,9.5
2021_02_01@0,13.1,0.0,1.1,76.0,,,,10.0,9.5
2021_02_01@1,12.6,,1.5,82.0,,,,10.0,9.8
2021_02_01@2,12.5,,1.7,87.0,,,,10.0,9.9
2021_02_01@3,15.3,0.2,5.8,74.0,,,,10.0,11.2
2021_02_01@4,15.4,,5.0,76.0,,,,10.0,11.4
2021_02_01@5,15.0,,7.3,81.0,,,,10.0,11.8
2021_02_01@6,12.3,6.9,5.1,94.0,,,,10.0,11.3
2021_02_01@7,12.0,,3.0,95.0,,,,10.0,10.9
2021_02_01@8,12.0,,2.9,94.0,0.0,0.0,,10.0,10.7
2021_02_01@9,12.1,8.4,3.9,93.0,0.0,0.13,,10.0,11.4
2021_02_01@10,11.9,,3.1,95.0,0.0,0.09,,10.0,11.2
2021_02_01@11,12.1,,2.7,88.0,0.0,0.09,,10.0,11.1
2021_02_01@12,10.8,3.4,4.1,74.0,0.0,0.21,,10.0,10.8
2021_02_01@13,10.4,,1.0,85.0,0.0,0.33,,10.0,11.4
2021_02_01@14,9.9,,2.1,85.0,0.0,0.25,,10.0,11.2
2021_02_01@15,9.8,3.5,1.9,85.0,0.0,0.38,,10.0,11.4
